"id","name","family","equipCommand","mainHandKinds","offHandKinds","baseResource","baseCost","baseCooldownSeconds","baseWindupSeconds","activationGate","knownLimitations","profileSource","fullRuntimeProfile","positiveResult","negativeResult","cleanupResult","testTime","heldItem","loadoutRevision","correlationRootInstance","evidenceFiles","notes"
"blizzard","Blizzard","GROUND_ZONE","/rpg equip skill01 blizzard","STAFF;SPELLBOOK","","MANA","28","18","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-b.json","{""secondaryFamilies"":[""BOMBARDMENT""],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""skillId"":""blizzard"",""family"":""GROUND_ZONE"",""resourceCost"":28,""cooldownSeconds"":18,""area"":{""geometry"":""DISC"",""radius"":6,""height"":3,""placementRange"":24,""lifetimeSeconds"":8,""impactCount"":16,""intervalSeconds"":0.5,""impactRadius"":2,""warningSeconds"":0.25,""stratified"":true,""perTargetHitCap"":16,""targetIntervalSeconds"":0.75,""coefficient"":0.38,""chillStacks"":1,""element"":""COLD"",""status"":""CHILL"",""candidateBudget"":64}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"earthquake","Earthquake","GROUND_ZONE","/rpg equip skill01 earthquake","STAFF;SPELLBOOK","","MANA","30","22","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-c.json","{""skillId"":""earthquake"",""family"":""GROUND_ZONE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":30,""cooldownSeconds"":22,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""area"":{""geometry"":""DISC"",""height"":3,""status"":""STAGGER"",""candidateBudget"":64,""radius"":7,""placementRange"":18,""lifetimeSeconds"":4.5,""intervalSeconds"":1.125,""impactCount"":4,""perTargetHitCap"":4,""coefficient"":0.55,""statusSeconds"":0.4,""element"":""EARTH""}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"poison_cloud","Poison Cloud","GROUND_ZONE","/rpg equip skill01 poison_cloud","STAFF;SPELLBOOK","","MANA","24","16","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-b.json","{""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""skillId"":""poison_cloud"",""family"":""GROUND_ZONE"",""resourceCost"":24,""cooldownSeconds"":16,""area"":{""geometry"":""DISC"",""radius"":5,""height"":3,""placementRange"":20,""lifetimeSeconds"":8,""intervalSeconds"":0.25,""periodic"":true,""perTargetHitCap"":32,""coefficient"":0.3,""element"":""POISON"",""status"":""POISON"",""statusSeconds"":8,""statusIntervalSeconds"":1,""candidateBudget"":64}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"vortex","Vortex","GROUND_ZONE","/rpg equip skill01 vortex","STAFF;SPELLBOOK","","MANA","28","20","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-c.json","{""skillId"":""vortex"",""family"":""GROUND_ZONE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":28,""cooldownSeconds"":20,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""area"":{""geometry"":""DISC"",""height"":3,""status"":"""",""candidateBudget"":64,""radius"":5,""placementRange"":20,""lifetimeSeconds"":6,""periodic"":true,""intervalSeconds"":0.25,""impactCount"":0,""perTargetHitCap"":24,""coefficient"":0.35,""pullSpeed"":1.5,""pullCoreRadius"":1.5,""visualCoreRadius"":1.5,""element"":""VOID""}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"lightning_bolt","Lightning Bolt","LINE","/rpg equip skill01 lightning_bolt","STAFF;WAND","","MANA","16","6","0.15","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-08-connections-cohort-b.json","{""skillId"":""lightning_bolt"",""family"":""LINE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":16,""cooldownSeconds"":6,""windupSeconds"":0.15,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""connection"":{""kind"":""LINE"",""range"":24,""width"":1,""height"":2.5,""depth"":0,""speed"":0,""lifetimeSeconds"":0.15,""intervalSeconds"":0,""coefficient"":1.45,""upkeepPerSecond"":0,""radius"":0,""originHeight"":1.25,""element"":""LIGHTNING"",""details"":{""jumpRadius"":0,""jumpCoefficients"":[],""bladeCount"":0,""degreesPerSecond"":0,""contactCooldown"":0,""healFraction"":0,""status"":"""",""statusSeconds"":0}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"root_lash","Root Lash","LINE","/rpg equip skill01 root_lash","STAFF;WAND","","MANA","9","5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-08-connections-cohort-b.json","{""skillId"":""root_lash"",""family"":""LINE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":9,""cooldownSeconds"":5,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""connection"":{""kind"":""TETHER"",""range"":12,""width"":0.7,""height"":2.5,""depth"":0,""speed"":0,""lifetimeSeconds"":0.25,""intervalSeconds"":0,""coefficient"":0.7,""upkeepPerSecond"":0,""radius"":0,""originHeight"":1.25,""element"":""NATURE"",""details"":{""jumpRadius"":0,""jumpCoefficients"":[],""bladeCount"":0,""degreesPerSecond"":0,""contactCooldown"":0,""healFraction"":0,""status"":""ROOT"",""statusSeconds"":1.5}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"wind_cutter","Wind Cutter","LINE","/rpg equip skill01 wind_cutter","STAFF;WAND","","MANA","8","2.5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-08-connections-cohort-a.json","{""skillId"":""wind_cutter"",""family"":""LINE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":8,""cooldownSeconds"":2.5,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""connection"":{""kind"":""WAVE"",""range"":16,""width"":1.2,""height"":2.5,""depth"":0.3,""speed"":20,""lifetimeSeconds"":0.8,""intervalSeconds"":0,""coefficient"":0.95,""upkeepPerSecond"":0,""radius"":0,""originHeight"":1.25,""element"":""WIND""}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"charge","Charge","MOVEMENT","/rpg equip skill01 charge","SPEAR","","STAMINA","14","8","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-movement-cohort-d.json","{""family"":""MOVEMENT"",""secondaryFamilies"":[""STRIKE""],""allowedMainHandKinds"":[""SPEAR""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""windupSeconds"":0,""skillId"":""charge"",""resourceCost"":14,""cooldownSeconds"":8,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""HEAVY"",""movement"":{""kind"":""DASH"",""maxDistance"":12,""minimumDurationSeconds"":0.25,""maximumDurationSeconds"":0.8,""apexHeight"":0,""landingRadius"":0,""details"":{""travelSpeed"":20,""pathWidth"":1.1,""stopAtFirstEnemy"":true,""knockback"":3}},""strike"":{""geometry"":""LINE"",""angleDegrees"":360,""lineHalfWidth"":0.55,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":1,""statusId"":"""",""statusSeconds"":0,""range"":12,""coefficient"":1.5}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"dive_strike","Dive Strike","MOVEMENT","/rpg equip skill01 dive_strike","","","STAMINA","8","6","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-movement-cohort-d.json","{""family"":""MOVEMENT"",""secondaryFamilies"":[""STRIKE""],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""windupSeconds"":0,""skillId"":""dive_strike"",""resourceCost"":8,""cooldownSeconds"":6,""basePowerSource"":""INNATE"",""innateBasePower"":20,""scaling"":""LIGHT"",""movement"":{""kind"":""LEAP"",""maxDistance"":10,""minimumDurationSeconds"":0.25,""maximumDurationSeconds"":0.8,""apexHeight"":1.8,""landingRadius"":2,""details"":{""groundTarget"":true,""travelSpeed"":16}},""strike"":{""geometry"":""RADIUS"",""angleDegrees"":360,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""statusId"":"""",""statusSeconds"":0,""range"":2,""coefficient"":1.15}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"jump_strike","Jump Strike","MOVEMENT","/rpg equip skill01 jump_strike","SWORD;LONGSWORD;SPEAR","","STAMINA","12","7","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-movement-cohort-d.json","{""family"":""MOVEMENT"",""secondaryFamilies"":[""STRIKE""],""allowedMainHandKinds"":[""SWORD"",""LONGSWORD"",""SPEAR""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""windupSeconds"":0,""skillId"":""jump_strike"",""resourceCost"":12,""cooldownSeconds"":7,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""WEAPON_CLASS"",""movement"":{""kind"":""LEAP"",""maxDistance"":10,""minimumDurationSeconds"":0.25,""maximumDurationSeconds"":0.8,""apexHeight"":1.5,""landingRadius"":2.2,""details"":{""groundTarget"":true,""travelSpeed"":16}},""strike"":{""geometry"":""RADIUS"",""angleDegrees"":360,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""statusId"":"""",""statusSeconds"":0,""range"":2.2,""coefficient"":1.4}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"pounce","Pounce","MOVEMENT","/rpg equip skill01 pounce","","","STAMINA","8","5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-04-skills.json","{""skillId"":""pounce"",""family"":""MOVEMENT"",""secondaryFamilies"":[""STRIKE""],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":8.0,""cooldownSeconds"":5.0,""windupSeconds"":0.0,""basePowerSource"":""INNATE"",""innateBasePower"":20.0,""scaling"":""LIGHT"",""strike"":{""geometry"":""RADIUS"",""range"":1.5,""angleDegrees"":360.0,""lineHalfWidth"":0.0,""repeats"":1,""repeatIntervalSeconds"":0.0,""targetCap"":64,""coefficient"":1.05,""statusId"":"""",""statusSeconds"":0.0},""movement"":{""kind"":""LEAP"",""maxDistance"":8.0,""minimumDurationSeconds"":0.25,""maximumDurationSeconds"":0.8,""apexHeight"":1.2,""landingRadius"":1.5}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"quickstep","Quickstep","MOVEMENT","/rpg equip skill01 quickstep","","","STAMINA","8","2.5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-04-skills.json","{""skillId"":""quickstep"",""family"":""MOVEMENT"",""secondaryFamilies"":[],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":8.0,""cooldownSeconds"":2.5,""windupSeconds"":0.0,""basePowerSource"":""NONE"",""innateBasePower"":0.0,""scaling"":""NONE"",""movement"":{""kind"":""DASH"",""maxDistance"":4.0,""minimumDurationSeconds"":0.22,""maximumDurationSeconds"":0.22,""apexHeight"":0.0,""landingRadius"":0.0}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"void_dash","Void Dash","MOVEMENT","/rpg equip skill01 void_dash","","","MANA","12","6","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-movement-cohort-d.json","{""family"":""MOVEMENT"",""secondaryFamilies"":[""STRIKE""],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""windupSeconds"":0,""skillId"":""void_dash"",""resourceCost"":12,""cooldownSeconds"":6,""basePowerSource"":""INNATE"",""innateBasePower"":20,""scaling"":""MAGIC"",""movement"":{""kind"":""DASH"",""maxDistance"":9,""minimumDurationSeconds"":0.25,""maximumDurationSeconds"":0.25,""apexHeight"":0,""landingRadius"":0,""details"":{""pathWidth"":1.4}},""strike"":{""geometry"":""LINE"",""angleDegrees"":360,""lineHalfWidth"":0.7,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""statusId"":"""",""statusSeconds"":0,""range"":9,""coefficient"":0.65,""details"":{""element"":""VOID"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"ball_lightning","Ball Lightning","ORB","/rpg equip skill01 ball_lightning","STAFF;WAND","","MANA","18","10","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-08-connections-cohort-a.json","{""skillId"":""ball_lightning"",""family"":""ORB"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":18,""cooldownSeconds"":10,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""connection"":{""kind"":""ORB"",""range"":18,""width"":0,""height"":3,""depth"":0,""speed"":5,""lifetimeSeconds"":5,""intervalSeconds"":0.75,""coefficient"":0.35,""upkeepPerSecond"":0,""radius"":1.8,""originHeight"":1.35,""element"":""LIGHTNING""}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"orbiting_shadow_blades","Orbiting Shadow Blades","ORB","/rpg equip skill01 orbiting_shadow_blades","WAND;SPELLBOOK","","MANA","26","20","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-08-connections-cohort-b.json","{""skillId"":""orbiting_shadow_blades"",""family"":""ORB"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""WAND"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":26,""cooldownSeconds"":20,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""connection"":{""kind"":""ORBIT"",""range"":2.8,""width"":0,""height"":0.6,""depth"":0,""speed"":0,""lifetimeSeconds"":10,""intervalSeconds"":0.05,""coefficient"":0.55,""upkeepPerSecond"":0,""radius"":0.3,""originHeight"":1.1,""element"":""VOID"",""details"":{""jumpRadius"":0,""jumpCoefficients"":[],""bladeCount"":4,""degreesPerSecond"":120,""contactCooldown"":0.75,""healFraction"":0,""status"":"""",""statusSeconds"":0}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"comet","Comet","OVERHEAD","/rpg equip skill01 comet","STAFF;SPELLBOOK","","MANA","45","30","0.9","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-c.json","{""skillId"":""comet"",""family"":""OVERHEAD"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":45,""cooldownSeconds"":30,""windupSeconds"":0.9,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""area"":{""geometry"":""DISC"",""height"":3,""status"":""CHILL"",""candidateBudget"":256,""radius"":5.5,""placementRange"":30,""warningSeconds"":1.3,""impactCount"":1,""perTargetHitCap"":1,""coefficient"":1.5,""innerRadius"":2,""innerCoefficient"":2.35,""chillStacks"":3,""innerChillStacks"":5,""overheadHeight"":12,""descentSeconds"":0.6,""element"":""COLD""}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"meteor","Meteor","OVERHEAD","/rpg equip skill01 meteor","STAFF;SPELLBOOK","","MANA","45","30","0.9","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-c.json","{""skillId"":""meteor"",""family"":""OVERHEAD"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":45,""cooldownSeconds"":30,""windupSeconds"":0.9,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""area"":{""geometry"":""DISC"",""height"":3,""status"":""BURN"",""candidateBudget"":256,""radius"":5,""placementRange"":30,""warningSeconds"":1.2,""impactCount"":1,""perTargetHitCap"":1,""coefficient"":1.6,""innerRadius"":2,""innerCoefficient"":2.5,""statusSeconds"":4,""statusInnerRadius"":3,""statusInnerSeconds"":8,""overheadHeight"":12,""descentSeconds"":0.6,""element"":""FIRE""}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"arcane_bolt","Arcane Bolt","PROJECTILE","/rpg equip skill01 arcane_bolt","WAND;SPELLBOOK","","MANA","7","1.2","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-05-projectiles.json","{""skillId"":""arcane_bolt"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""WAND"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":7.0,""cooldownSeconds"":1.2,""windupSeconds"":0.0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0.0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Arcane_Bolt"",""speed"":26.0,""details"":{""element"":""ARCANE"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[]},""maxDistance"":26.0,""radius"":0.28,""gravity"":0.0,""targetCap"":1,""coefficient"":0.9,""statusId"":"""",""statusSeconds"":0.0,""periodicCoefficient"":0.0,""periodicTicks"":0,""periodicIntervalSeconds"":0.0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0.0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"arcane_missiles","Arcane Missiles","PROJECTILE","/rpg equip skill01 arcane_missiles","WAND;SPELLBOOK","","MANA","16","7","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-c.json","{""skillId"":""arcane_missiles"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""WAND"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":16,""cooldownSeconds"":7,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Arcane_Missiles"",""speed"":18,""maxDistance"":26,""radius"":0.22,""gravity"":0,""targetCap"":1,""coefficient"":0.42,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""independentLifetimeSeconds"":2,""details"":{""element"":""ARCANE"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[],""pattern"":{""count"":5,""horizontalDegrees"":0,""verticalDegrees"":0,""intervalSeconds"":0.08,""homingTurnDegrees"":180,""acquisitionRadius"":6,""ballisticAim"":false},""explosion"":{""radius"":0,""coefficient"":0,""burnRadius"":0,""groundFuseSeconds"":0,""detonateAtAirborneLimit"":false},""nativeCapabilityGate"":""""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"axe_toss","Axe Toss","PROJECTILE","/rpg equip skill01 axe_toss","BATTLEAXE","","STAMINA","8","5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-05-projectiles.json","{""skillId"":""axe_toss"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""BATTLEAXE""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":8.0,""cooldownSeconds"":5.0,""windupSeconds"":0.0,""basePowerSource"":""WEAPON"",""innateBasePower"":0.0,""scaling"":""HEAVY"",""projectile"":{""configId"":""Projectile_Config_RPG_Axe_Toss"",""speed"":18.0,""maxDistance"":20.0,""radius"":0.45,""gravity"":0.0,""targetCap"":1,""coefficient"":1.2,""statusId"":"""",""statusSeconds"":0.0,""periodicCoefficient"":0.0,""periodicTicks"":0,""periodicIntervalSeconds"":0.0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0.0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"blunderbuss_shot","Blunderbuss Shot","PROJECTILE","/rpg equip skill01 blunderbuss_shot","GUN","","STAMINA","6","3","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-c.json","{""skillId"":""blunderbuss_shot"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""GUN""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":6,""cooldownSeconds"":3,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""LIGHT"",""projectile"":{""configId"":""Projectile_Config_RPG_Blunderbuss_Shot"",""speed"":22,""maxDistance"":8,""radius"":0.04,""gravity"":0,""targetCap"":1,""coefficient"":0.22,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""independentLifetimeSeconds"":0,""details"":{""element"":""PHYSICAL"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[],""pattern"":{""count"":8,""horizontalDegrees"":55,""verticalDegrees"":20,""intervalSeconds"":0,""homingTurnDegrees"":0,""acquisitionRadius"":0,""ballisticAim"":false},""explosion"":{""radius"":0,""coefficient"":0,""burnRadius"":0,""groundFuseSeconds"":0,""detonateAtAirborneLimit"":false},""nativeCapabilityGate"":""""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"bomb_toss","Bomb Toss","PROJECTILE","/rpg equip skill01 bomb_toss","BOMB","","STAMINA","8","9","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-c.json","{""skillId"":""bomb_toss"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""BOMB""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":8,""cooldownSeconds"":9,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""LIGHT"",""projectile"":{""configId"":""Projectile_Config_RPG_Bomb_Toss"",""speed"":15,""maxDistance"":20,""radius"":0.2,""gravity"":9.81,""targetCap"":1,""coefficient"":0,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""independentLifetimeSeconds"":3,""details"":{""element"":""PHYSICAL"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[],""pattern"":{""count"":1,""horizontalDegrees"":0,""verticalDegrees"":0,""intervalSeconds"":0,""homingTurnDegrees"":0,""acquisitionRadius"":0,""ballisticAim"":true},""explosion"":{""radius"":3.5,""coefficient"":1.5,""burnRadius"":0,""groundFuseSeconds"":1.5,""detonateAtAirborneLimit"":true},""nativeCapabilityGate"":""""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
